internal_project_id,project_name,ministry,agency,sector,state,project_type,approval_date,start_date,original_end_date,revised_end_date,original_cost_cr,revised_cost_cr,project_code,legacy_ocms_code,pmgid
PAI-00122,Station Railways Project 00122,Ministry of Health & Family Welfare,NHPC,Railways,Maharashtra,Station,2025-01-11,2025-06-21,2028-05-05,2028-08-03,73.76,75.06,PRJ-694874,OCMS-326353,PM-7257423
PAI-00123,Dam Water Project 00123,Ministry of Education,RVNL,Water,Odisha,Dam,2024-10-27,2025-07-23,2027-07-28,2027-07-28,92.7,111.33,PRJ-897825,OCMS-513702,PM-2616419
PAI-00124,Transmission Power Project 00124,Ministry of Health & Family Welfare,State PWD,Power,Tripura,Transmission,2023-03-29,2024-01-18,2028-07-11,2028-10-09,13.58,16.23,PRJ-439255,OCMS-761308,PM-6330814
PAI-00125,Urban Mobility Urban Development Project 00125,Ministry of Health & Family Welfare,Metro Rail Corporation,Urban Development,Kerala,Urban Mobility,2023-01-24,2023-04-17,2026-04-28,2026-04-28,19.46,22.7,PRJ-350132,OCMS-209432,PM-3896705
PAI-00126,Health Centre Healthcare Project 00126,Ministry of Education,Metro Rail Corporation,Healthcare,Maharashtra,Health Centre,2025-01-02,2025-10-28,2030-04-11,2030-04-11,15.53,19.2,PRJ-804169,OCMS-695680,PM-9355008
PAI-00127,Research Facility Education Project 00127,Ministry of Power,State PWD,Education,Haryana,Research Facility,2024-06-30,2024-09-26,2028-11-25,2029-05-24,17.82,19.83,PRJ-109037,OCMS-889096,PM-2227003
PAI-00128,Port Expansion Ports Project 00128,Ministry of Power,CPWD,Ports,Andhra Pradesh,Port Expansion,2024-06-22,2024-10-03,2026-06-21,2027-03-18,8.55,10.53,PRJ-749548,OCMS-839855,PM-6232216
PAI-00129,Highway Roads Project 00129,Ministry of Education,IRCON,Roads,Uttar Pradesh,Highway,2025-01-22,2025-08-31,2030-04-18,2030-04-18,52.79,55.23,PRJ-898513,OCMS-950327,PM-3938432
PAI-00130,Station Railways Project 00130,"Ministry of Ports, Shipping & Waterways",NHAI,Railways,Nagaland,Station,2024-02-23,2024-11-10,2026-05-24,2026-05-24,10.76,12.96,PRJ-289134,OCMS-618037,PM-3110692
PAI-00131,River Management Water Project 00131,Ministry of Jal Shakti,National Highways Authority,Water,Telangana,River Management,2024-10-22,2025-03-07,2027-07-06,2027-07-06,12.58,15.77,PRJ-400849,OCMS-640891,PM-6362697
PAI-00132,Renewable Energy Power Project 00132,Ministry of Housing & Urban Affairs,Jal Board,Power,Kerala,Renewable Energy,2025-05-10,2025-08-24,2028-01-10,2028-07-08,51.02,53.56,PRJ-868490,OCMS-141596,PM-4012302
PAI-00133,Housing Urban Development Project 00133,Ministry of Road Transport & Highways,NTPC,Urban Development,Haryana,Housing,2024-11-24,2025-06-26,2030-04-13,2030-04-13,56.49,69.78,PRJ-514959,OCMS-113444,PM-9196192
PAI-00134,Hospital Healthcare Project 00134,Ministry of Health & Family Welfare,CPWD,Healthcare,Meghalaya,Hospital,2024-07-25,2024-10-08,2028-09-30,2028-09-30,7.41,8.74,PRJ-148916,OCMS-756106,PM-2262185
PAI-00135,Research Facility Education Project 00135,Ministry of Jal Shakti,NHPC,Education,Uttar Pradesh,Research Facility,2023-12-25,2024-07-25,2028-09-15,2029-06-12,69.31,84.8,PRJ-942638,OCMS-686026,PM-8593986
PAI-00136,Logistics Hub Ports Project 00136,Ministry of Housing & Urban Affairs,NHPC,Ports,Karnataka,Logistics Hub,2023-10-24,2024-02-07,2027-12-21,2027-12-21,5.65,5.9,PRJ-662854,OCMS-896615,PM-4432940
PAI-00137,Highway Roads Project 00137,Ministry of Railways,IRCON,Roads,Jharkhand,Highway,2023-03-14,2023-11-16,2027-01-20,2027-03-21,65.38,81.69,PRJ-536819,OCMS-787484,PM-1676176
PAI-00138,Station Railways Project 00138,Ministry of Jal Shakti,NTPC,Railways,Jharkhand,Station,2025-03-02,2025-09-06,2028-09-16,2028-09-16,14.88,18.79,PRJ-300415,OCMS-808987,PM-9653280
PAI-00139,Irrigation Water Project 00139,Ministry of Railways,RVNL,Water,Bihar,Irrigation,2024-09-16,2025-07-10,2028-06-29,2028-06-29,53.95,60.7,PRJ-957961,OCMS-313731,PM-8426556
PAI-00140,Substation Power Project 00140,Ministry of Education,RVNL,Power,Tamil Nadu,Substation,2025-02-22,2025-04-23,2029-03-31,2029-03-31,43.25,44.89,PRJ-520909,OCMS-385869,PM-9105913
PAI-00141,Urban Mobility Urban Development Project 00141,Ministry of Road Transport & Highways,State PWD,Urban Development,Punjab,Urban Mobility,2025-02-06,2025-10-11,2030-02-17,2030-02-17,41.11,44.77,PRJ-366203,OCMS-223922,PM-5610190
PAI-00142,Hospital Healthcare Project 00142,Ministry of Railways,NHPC,Healthcare,Tripura,Hospital,2023-10-06,2024-01-22,2026-05-25,2026-05-25,20.01,20.86,PRJ-904717,OCMS-274938,PM-5725029
PAI-00143,Research Facility Education Project 00143,Ministry of Railways,Jal Board,Education,Kerala,Research Facility,2025-03-12,2025-05-13,2029-12-06,2030-09-02,45.48,50.49,PRJ-854343,OCMS-434005,PM-4326863
PAI-00144,Logistics Hub Ports Project 00144,Ministry of Jal Shakti,CPWD,Ports,Manipur,Logistics Hub,2023-05-11,2023-09-05,2027-07-05,2027-07-05,34.68,40.21,PRJ-186558,OCMS-314661,PM-2042514
PAI-00145,Highway Roads Project 00145,Ministry of Jal Shakti,NHPC,Roads,Maharashtra,Highway,2025-06-11,2026-01-10,2028-02-09,2028-02-09,93.39,113.55,PRJ-412115,OCMS-435899,PM-3403962
PAI-00146,Station Railways Project 00146,Ministry of Housing & Urban Affairs,NTPC,Railways,Meghalaya,Station,2024-12-16,2025-08-27,2028-12-28,2028-12-28,188.97,229.36,PRJ-904590,OCMS-358122,PM-4763108
PAI-00147,Irrigation Water Project 00147,"Ministry of Ports, Shipping & Waterways",National Highways Authority,Water,Delhi,Irrigation,2024-10-27,2025-05-09,2029-12-05,2029-12-05,21.41,22.5,PRJ-556678,OCMS-516056,PM-3368928
PAI-00148,Generation Power Project 00148,"Ministry of Ports, Shipping & Waterways",RVNL,Power,Madhya Pradesh,Generation,2025-03-10,2025-05-04,2026-12-17,2027-06-15,52.17,63.48,PRJ-159806,OCMS-373103,PM-2842322
PAI-00149,Housing Urban Development Project 00149,"Ministry of Ports, Shipping & Waterways",State PWD,Urban Development,Kerala,Housing,2023-01-28,2023-08-21,2025-10-30,2026-07-27,67.79,77.88,PRJ-186618,OCMS-654627,PM-7850309
PAI-00150,Health Centre Healthcare Project 00150,Ministry of Road Transport & Highways,IRCON,Healthcare,Assam,Health Centre,2023-08-31,2023-12-19,2028-01-07,2028-01-07,54.52,68.71,PRJ-194922,OCMS-109646,PM-1975409
PAI-00151,School Education Project 00151,Ministry of Education,Metro Rail Corporation,Education,Nagaland,School,2023-08-19,2024-01-12,2027-06-18,2027-06-18,111.01,125.55,PRJ-479571,OCMS-398997,PM-8183557
PAI-00152,Terminal Ports Project 00152,Ministry of Housing & Urban Affairs,State PWD,Ports,Meghalaya,Terminal,2023-06-22,2024-04-14,2026-09-17,2026-09-17,44.37,45.52,PRJ-269696,OCMS-508463,PM-4411306
PAI-00153,Highway Roads Project 00153,Ministry of Jal Shakti,IRCON,Roads,Kerala,Highway,2023-04-25,2023-11-05,2027-08-29,2027-08-29,82.57,96.07,PRJ-103271,OCMS-759449,PM-8265056
PAI-00154,Freight Corridor Railways Project 00154,Ministry of Health & Family Welfare,Metro Rail Corporation,Railways,Mizoram,Freight Corridor,2024-10-07,2025-01-29,2027-03-16,2027-03-16,66.84,76.54,PRJ-260773,OCMS-935265,PM-4245958
PAI-00155,Irrigation Water Project 00155,"Ministry of Ports, Shipping & Waterways",CPWD,Water,Chhattisgarh,Irrigation,2023-09-03,2023-10-19,2028-02-08,2028-04-08,67.92,77.13,PRJ-492450,OCMS-856672,PM-7711739
PAI-00156,Substation Power Project 00156,Ministry of Power,RVNL,Power,Manipur,Substation,2023-06-29,2023-08-13,2026-09-23,2026-11-22,8.88,9.78,PRJ-179986,OCMS-768375,PM-6763950
PAI-00157,Housing Urban Development Project 00157,Ministry of Jal Shakti,State PWD,Urban Development,Assam,Housing,2024-09-11,2024-10-16,2029-09-05,2029-12-04,83.52,103.72,PRJ-706623,OCMS-822036,PM-8250845
PAI-00158,Hospital Healthcare Project 00158,Ministry of Education,NHPC,Healthcare,Uttarakhand,Hospital,2025-04-16,2026-01-12,2028-08-06,2028-08-06,15.49,17.45,PRJ-227208,OCMS-848126,PM-6512529
PAI-00159,School Education Project 00159,Ministry of Road Transport & Highways,Jal Board,Education,Uttar Pradesh,School,2024-10-06,2025-07-14,2027-03-28,2027-05-27,24.67,31.24,PRJ-523091,OCMS-545055,PM-7794704
PAI-00160,Terminal Ports Project 00160,Ministry of Power,State PWD,Ports,Haryana,Terminal,2025-04-22,2026-01-12,2029-06-10,2029-06-10,12.99,14.25,PRJ-327274,OCMS-144260,PM-7863877
PAI-00161,Road Widening Roads Project 00161,Ministry of Education,NHAI,Roads,Punjab,Road Widening,2024-10-19,2025-03-30,2027-06-08,2027-06-08,9.31,9.52,PRJ-789851,OCMS-270957,PM-6181289
PAI-00162,Station Railways Project 00162,"Ministry of Ports, Shipping & Waterways",Jal Board,Railways,Bihar,Station,2023-04-17,2023-07-07,2025-04-15,2025-04-15,18.93,19.08,PRJ-308830,OCMS-826006,PM-4391730
PAI-00163,River Management Water Project 00163,Ministry of Health & Family Welfare,State PWD,Water,Sikkim,River Management,2023-12-08,2024-07-03,2027-05-16,2027-05-16,6.23,6.99,PRJ-535846,OCMS-409795,PM-4613315
PAI-00164,Renewable Energy Power Project 00164,Ministry of Housing & Urban Affairs,IRCON,Power,Rajasthan,Renewable Energy,2025-02-20,2025-06-25,2028-03-02,2028-03-02,16.36,16.61,PRJ-279917,OCMS-163734,PM-7397705
PAI-00165,Metro Urban Development Project 00165,Ministry of Health & Family Welfare,CPWD,Urban Development,Maharashtra,Metro,2024-12-14,2025-04-23,2028-06-02,2028-06-02,25.08,30.09,PRJ-429577,OCMS-314951,PM-3251093
PAI-00166,Medical College Healthcare Project 00166,Ministry of Housing & Urban Affairs,NHPC,Healthcare,Sikkim,Medical College,2024-03-22,2024-05-21,2028-05-16,2028-05-16,67.36,67.71,PRJ-904855,OCMS-263070,PM-6226862
PAI-00167,School Education Project 00167,Ministry of Housing & Urban Affairs,National Highways Authority,Education,Meghalaya,School,2024-11-28,2025-07-22,2028-08-24,2028-08-24,14.26,15.63,PRJ-169821,OCMS-419780,PM-6720308
PAI-00168,Harbour Ports Project 00168,Ministry of Education,NHAI,Ports,West Bengal,Harbour,2024-12-02,2025-08-10,2027-12-28,2027-12-28,18.06,20.56,PRJ-304163,OCMS-555332,PM-3612014
PAI-00169,Road Widening Roads Project 00169,Ministry of Road Transport & Highways,NTPC,Roads,Maharashtra,Road Widening,2023-12-24,2024-05-17,2027-04-20,2027-04-20,17.72,18.01,PRJ-554624,OCMS-818255,PM-9425416
PAI-00170,Freight Corridor Railways Project 00170,Ministry of Power,Metro Rail Corporation,Railways,Haryana,Freight Corridor,2025-06-09,2025-11-22,2030-08-09,2030-09-08,21.57,22.86,PRJ-542905,OCMS-166490,PM-4157599
PAI-00171,Dam Water Project 00171,Ministry of Housing & Urban Affairs,Metro Rail Corporation,Water,Bihar,Dam,2023-03-26,2023-05-03,2025-06-05,2025-06-05,12.85,15.42,PRJ-144464,OCMS-215538,PM-4020198
PAI-00172,Transmission Power Project 00172,"Ministry of Ports, Shipping & Waterways",Metro Rail Corporation,Power,West Bengal,Transmission,2024-03-01,2024-06-07,2028-04-13,2028-05-13,43.32,48.24,PRJ-693666,OCMS-226963,PM-8718320
PAI-00173,Metro Urban Development Project 00173,Ministry of Education,State PWD,Urban Development,Maharashtra,Metro,2025-04-25,2025-07-09,2027-02-02,2027-02-02,5.12,5.6,PRJ-461849,OCMS-172861,PM-7227836
PAI-00174,Medical College Healthcare Project 00174,Ministry of Power,NHAI,Healthcare,Mizoram,Medical College,2023-02-27,2023-08-09,2026-01-06,2026-01-06,23.99,24.51,PRJ-750545,OCMS-780574,PM-1744178
PAI-00175,University Education Project 00175,Ministry of Education,RVNL,Education,Odisha,University,2024-02-15,2024-11-26,2027-02-19,2027-02-19,6.83,8.52,PRJ-127799,OCMS-548566,PM-8322762
PAI-00176,Port Expansion Ports Project 00176,Ministry of Health & Family Welfare,State PWD,Ports,Meghalaya,Port Expansion,2023-08-23,2024-01-25,2027-12-11,2027-12-11,113.4,128.83,PRJ-216930,OCMS-875203,PM-3258601
PAI-00177,Expressway Roads Project 00177,Ministry of Road Transport & Highways,CPWD,Roads,Rajasthan,Expressway,2024-09-06,2025-02-22,2029-05-01,2029-05-31,73.12,74.78,PRJ-780248,OCMS-593313,PM-7637666
PAI-00178,Station Railways Project 00178,Ministry of Road Transport & Highways,NHAI,Railways,Karnataka,Station,2024-06-13,2025-03-29,2027-11-05,2027-11-05,50.29,53.7,PRJ-445612,OCMS-316660,PM-7335322
PAI-00179,Irrigation Water Project 00179,Ministry of Health & Family Welfare,CPWD,Water,Mizoram,Irrigation,2024-05-15,2025-01-11,2028-08-22,2028-08-22,27.0,31.0,PRJ-344219,OCMS-102811,PM-4434308
PAI-00180,Substation Power Project 00180,Ministry of Power,NTPC,Power,Telangana,Substation,2023-12-10,2024-09-20,2028-07-28,2028-07-28,56.21,67.51,PRJ-392054,OCMS-253552,PM-5651678
PAI-00181,Sewage Urban Development Project 00181,Ministry of Railways,Jal Board,Urban Development,Goa,Sewage,2025-04-27,2025-12-10,2030-04-16,2030-07-15,10.14,10.76,PRJ-980505,OCMS-428637,PM-7727189
PAI-00182,Health Centre Healthcare Project 00182,Ministry of Jal Shakti,IRCON,Healthcare,Chhattisgarh,Health Centre,2025-01-05,2025-05-13,2027-12-24,2028-06-21,30.82,35.47,PRJ-940920,OCMS-264674,PM-2915276
PAI-00183,University Education Project 00183,Ministry of Power,CPWD,Education,Mizoram,University,2024-11-16,2025-05-18,2028-05-26,2028-05-26,40.67,46.48,PRJ-679798,OCMS-303321,PM-4569813
PAI-00184,Port Expansion Ports Project 00184,Ministry of Health & Family Welfare,State PWD,Ports,Rajasthan,Port Expansion,2023-04-10,2024-01-09,2025-12-09,2026-02-07,41.79,42.54,PRJ-517577,OCMS-861549,PM-8270750
PAI-00185,Road Widening Roads Project 00185,"Ministry of Ports, Shipping & Waterways",Metro Rail Corporation,Roads,Haryana,Road Widening,2023-07-01,2023-10-03,2025-06-02,2025-06-02,285.19,326.34,PRJ-108835,OCMS-304430,PM-9359613
PAI-00186,Rail Corridor Railways Project 00186,Ministry of Road Transport & Highways,NTPC,Railways,West Bengal,Rail Corridor,2023-06-16,2023-09-14,2026-12-22,2027-02-20,32.91,41.93,PRJ-691806,OCMS-531497,PM-7719563
PAI-00187,Dam Water Project 00187,Ministry of Power,IRCON,Water,Haryana,Dam,2025-05-29,2025-07-05,2027-09-25,2027-11-24,15.05,16.55,PRJ-286462,OCMS-239153,PM-1007437
PAI-00188,Renewable Energy Power Project 00188,Ministry of Power,Jal Board,Power,Bihar,Renewable Energy,2023-11-25,2024-08-05,2027-09-25,2027-09-25,36.32,36.65,PRJ-124406,OCMS-343026,PM-6339242
PAI-00189,Urban Mobility Urban Development Project 00189,Ministry of Health & Family Welfare,NTPC,Urban Development,Sikkim,Urban Mobility,2023-05-29,2024-03-09,2028-11-11,2029-01-10,86.15,94.07,PRJ-102415,OCMS-852473,PM-5902318
PAI-00190,Hospital Healthcare Project 00190,Ministry of Health & Family Welfare,NHAI,Healthcare,Himachal Pradesh,Hospital,2024-12-15,2025-07-27,2030-06-07,2030-06-07,24.74,30.91,PRJ-227391,OCMS-973483,PM-3580925
PAI-00191,University Education Project 00191,Ministry of Railways,Jal Board,Education,Delhi,University,2024-12-09,2025-08-27,2028-02-19,2028-02-19,96.4,108.45,PRJ-379916,OCMS-553341,PM-5838413
PAI-00192,Terminal Ports Project 00192,Ministry of Health & Family Welfare,IRCON,Ports,Chhattisgarh,Terminal,2025-05-20,2025-08-03,2028-08-11,2028-11-09,67.88,84.8,PRJ-923466,OCMS-239311,PM-2175420
PAI-00193,Highway Roads Project 00193,Ministry of Education,Jal Board,Roads,Chhattisgarh,Highway,2024-08-28,2025-01-07,2029-03-06,2029-04-05,23.6,25.75,PRJ-776784,OCMS-538488,PM-5762872
PAI-00194,Freight Corridor Railways Project 00194,Ministry of Power,Metro Rail Corporation,Railways,Goa,Freight Corridor,2023-07-08,2023-09-02,2026-10-27,2026-10-27,26.28,31.3,PRJ-385901,OCMS-649855,PM-6381586
PAI-00195,Irrigation Water Project 00195,Ministry of Power,NTPC,Water,Sikkim,Irrigation,2025-03-16,2025-12-21,2028-09-14,2028-09-14,60.31,72.63,PRJ-500319,OCMS-114172,PM-3005181
PAI-00196,Substation Power Project 00196,Ministry of Education,Jal Board,Power,Tamil Nadu,Substation,2024-06-30,2024-12-11,2028-03-12,2028-05-11,51.87,54.18,PRJ-971819,OCMS-184558,PM-3336315
PAI-00197,Housing Urban Development Project 00197,Ministry of Education,CPWD,Urban Development,Bihar,Housing,2023-03-11,2023-12-19,2027-03-17,2027-03-17,34.93,41.39,PRJ-817145,OCMS-658022,PM-8555394
PAI-00198,Hospital Healthcare Project 00198,Ministry of Power,NHPC,Healthcare,Mizoram,Hospital,2024-01-16,2024-04-06,2027-09-28,2027-09-28,40.42,45.5,PRJ-312607,OCMS-565598,PM-1287091
PAI-00199,University Education Project 00199,Ministry of Housing & Urban Affairs,RVNL,Education,Manipur,University,2023-12-18,2024-08-05,2027-04-07,2027-04-07,21.32,23.55,PRJ-765742,OCMS-283574,PM-5817373
PAI-00200,Harbour Ports Project 00200,Ministry of Housing & Urban Affairs,State PWD,Ports,Meghalaya,Harbour,2023-11-17,2024-03-18,2026-11-23,2026-11-23,26.25,26.35,PRJ-974732,OCMS-326113,PM-9205509
PAI-00201,Road Widening Roads Project 00201,Ministry of Power,Jal Board,Roads,Uttarakhand,Road Widening,2024-09-02,2025-01-06,2026-10-15,2026-12-14,28.99,29.64,PRJ-534118,OCMS-411861,PM-3263892
PAI-00202,Bridge Railways Project 00202,Ministry of Education,NHPC,Railways,Uttar Pradesh,Bridge,2024-04-06,2024-07-08,2028-08-26,2028-08-26,35.6,41.59,PRJ-320505,OCMS-731097,PM-4442736
PAI-00203,Dam Water Project 00203,Ministry of Railways,IRCON,Water,Mizoram,Dam,2023-08-29,2024-05-19,2026-12-01,2027-05-30,23.24,26.8,PRJ-363549,OCMS-602537,PM-5105554
PAI-00204,Generation Power Project 00204,Ministry of Jal Shakti,Metro Rail Corporation,Power,Chhattisgarh,Generation,2024-06-02,2025-02-13,2027-12-25,2027-12-25,74.78,91.24,PRJ-747120,OCMS-265447,PM-5699689
PAI-00205,Sewage Urban Development Project 00205,Ministry of Education,IRCON,Urban Development,Karnataka,Sewage,2025-06-02,2025-07-28,2029-08-31,2030-02-27,35.75,37.58,PRJ-149633,OCMS-121013,PM-9373438
PAI-00206,Health Centre Healthcare Project 00206,Ministry of Power,CPWD,Healthcare,Madhya Pradesh,Health Centre,2024-06-15,2025-02-16,2026-08-10,2026-10-09,18.13,19.18,PRJ-468320,OCMS-812510,PM-4226089
PAI-00207,Research Facility Education Project 00207,Ministry of Jal Shakti,NHAI,Education,Goa,Research Facility,2024-04-30,2025-02-03,2029-10-20,2029-10-20,12.42,15.48,PRJ-592361,OCMS-536316,PM-7691245
PAI-00208,Terminal Ports Project 00208,Ministry of Railways,State PWD,Ports,Manipur,Terminal,2023-02-16,2023-10-08,2026-09-12,2026-09-12,24.05,27.62,PRJ-522141,OCMS-344243,PM-7220269
PAI-00209,Expressway Roads Project 00209,Ministry of Power,CPWD,Roads,Bihar,Expressway,2024-10-03,2025-06-10,2028-02-22,2028-03-23,4.76,4.99,PRJ-762689,OCMS-576220,PM-9031307
PAI-00210,Bridge Railways Project 00210,Ministry of Road Transport & Highways,State PWD,Railways,Assam,Bridge,2024-06-12,2025-01-24,2027-05-22,2027-05-22,22.36,27.52,PRJ-707185,OCMS-639700,PM-9520910
PAI-00211,Dam Water Project 00211,Ministry of Railways,National Highways Authority,Water,Madhya Pradesh,Dam,2023-02-10,2023-07-03,2026-01-16,2026-01-16,122.06,132.79,PRJ-599994,OCMS-141116,PM-1163648
PAI-00212,Generation Power Project 00212,Ministry of Railways,IRCON,Power,Maharashtra,Generation,2023-09-08,2023-10-25,2027-08-10,2027-10-09,85.96,105.51,PRJ-261464,OCMS-965297,PM-5491434
PAI-00213,Urban Mobility Urban Development Project 00213,Ministry of Railways,NHPC,Urban Development,Tripura,Urban Mobility,2023-04-04,2023-08-25,2025-08-07,2025-08-07,9.87,10.73,PRJ-219610,OCMS-242810,PM-4332052
PAI-00214,Health Centre Healthcare Project 00214,Ministry of Education,CPWD,Healthcare,Karnataka,Health Centre,2024-05-19,2025-01-21,2027-01-07,2027-04-07,27.84,32.24,PRJ-960770,OCMS-488983,PM-7805899
PAI-00215,Research Facility Education Project 00215,Ministry of Railways,National Highways Authority,Education,Goa,Research Facility,2023-12-18,2024-07-26,2027-03-03,2027-11-28,108.09,110.98,PRJ-106782,OCMS-767501,PM-3504493
PAI-00216,Port Expansion Ports Project 00216,Ministry of Railways,National Highways Authority,Ports,Mizoram,Port Expansion,2024-04-07,2024-12-16,2026-11-02,2027-07-30,18.01,18.6,PRJ-918391,OCMS-980340,PM-2268313
PAI-00217,Bridge Roads Project 00217,Ministry of Power,Jal Board,Roads,Haryana,Bridge,2023-05-30,2023-07-14,2028-01-28,2028-07-26,12.75,15.62,PRJ-329932,OCMS-423889,PM-4592765
PAI-00218,Bridge Railways Project 00218,Ministry of Road Transport & Highways,NTPC,Railways,Punjab,Bridge,2025-03-13,2025-08-16,2029-04-03,2029-04-03,42.3,47.47,PRJ-284607,OCMS-820546,PM-3413254
PAI-00219,River Management Water Project 00219,Ministry of Jal Shakti,National Highways Authority,Water,Manipur,River Management,2025-01-15,2025-06-30,2029-05-25,2029-06-24,99.69,124.83,PRJ-172410,OCMS-989093,PM-4767982
PAI-00220,Transmission Power Project 00220,Ministry of Jal Shakti,RVNL,Power,Himachal Pradesh,Transmission,2024-11-05,2024-12-31,2027-09-24,2027-09-24,20.0,22.84,PRJ-721077,OCMS-841911,PM-5789990
PAI-00221,Urban Mobility Urban Development Project 00221,Ministry of Jal Shakti,IRCON,Urban Development,Delhi,Urban Mobility,2024-04-12,2024-08-10,2026-02-13,2026-05-14,25.73,32.35,PRJ-266759,OCMS-455070,PM-4296567
PAI-00222,Hospital Healthcare Project 00222,Ministry of Power,CPWD,Healthcare,Andhra Pradesh,Hospital,2023-03-15,2023-08-31,2026-05-01,2026-05-01,7.75,8.45,PRJ-513438,OCMS-113895,PM-2123358
PAI-00223,Research Facility Education Project 00223,Ministry of Railways,RVNL,Education,Tripura,Research Facility,2023-12-03,2024-05-07,2025-11-16,2025-12-16,44.12,46.03,PRJ-697275,OCMS-358914,PM-9248958
